Regional Area,Program Code,Project,Project Contact,Species,Run,Stock,Stock CU Index,Stock CU Name,Stock Stat Area,Objective,Production Strategy Level, Egg Target ,Production Activity Type,Release/ Transfer Stage,Release Site/ Transfer Project,Release/Transfer Facility,Release Stat Area, Release/ Transfer Target , Coded Wire Tag Target , Fin Clip Target ,Clip Type, Thermal Mark Target , Parentage-based Tag Target , PIT Tag Target ,Target Status,Licence NOT Held By SEP,Comment,Data Status (SPA Internal)
Lower Fraser River,PIP,Mossom Cr,"CA - Burrard Inlet, Indian Arm, Vancouver",Pink,Fall,Capilano R,PKO-2,EAST HOWE SOUND-BURRARD INLET,28, Stewardship ,Primary,"60,000",Release,Unfed,Mossom Cr,Mossom Creek H,28,50000,,,,,,,,,2025: Capilano River will be used as the primary brood source for Burrard Inlet CIP pink programs.  2025: Reducing egg and release target from 90K/85K to 60K/50K.  Release site includes Schoolhouse Cr.,Final
Lower Fraser River,PIP,Nelson Cr,"CA - West Vancouver, Howe Sound to Anderson L",Chum,Fall,Alouette R S,CM-2,LOWER FRASER,29C, Stewardship ,Primary,"100,000",Release,Fed Fry,Nelson Cr/GSMN,Nelson Creek H,28,90000,,,,,,,,,"These releases will occur in any one or two of the following creeks: Caulfield, Claymore, Cypress, Eagle Hb, Larson, Lawson, McDonald, Nelson and Rodgers.",Preliminary
Lower Fraser River,PIP,Nelson Cr,"CA - West Vancouver, Howe Sound to Anderson L",Coho,Fall,Capilano R,CO-10,HOWE SOUND-BURRARD INLET,28,,Primary, -   ,Transfer In,Egg,Capilano R,Capilano River H,,20000,,,,,,,,,,Preliminary
Lower Fraser River,PIP,Nelson Cr,"CA - West Vancouver, Howe Sound to Anderson L",Coho,Fall,Capilano R,CO-10,HOWE SOUND-BURRARD INLET,28, Stewardship ,Primary, -   ,Release,Fed Fry,Capilano R,Nelson Creek H,28,18000,,"18,000",AD,,,,,,"These releases will occur in any one of the following nearby creeks, up to a maximum of 6K per creek: Cypress, Nelson, and Eagle.",Preliminary
Lower Fraser River,PIP,New West Sch,"CA - N Side Fraser R, Burnaby to Mission",Chum,Fall,Brunette R,CM-2,LOWER FRASER,29C,,Alternate, -   ,Transfer In,Egg,Brunette R,Brunette River H,,1000,,,,,,,,,"Alternate broodstock source to Kanaka Cr, transferred in from Brunette R (Sapperton hatchery).",Preliminary
Lower Fraser River,PIP,New West Sch,"CA - N Side Fraser R, Burnaby to Mission",Chum,Fall,Brunette R,CM-2,LOWER FRASER,29C, Education ,Alternate, -   ,Release,Fed Fry,Brunette R,New Westminster Schools,29C,1000,,,,,,,,,,Preliminary
Lower Fraser River,PIP,New West Sch,"CA - N Side Fraser R, Burnaby to Mission",Chum,Fall,Kanaka Cr,CM-2,LOWER FRASER,29C,,Primary, -   ,Transfer In,Egg,Kanaka Cr,Bell-Irving Kanaka Cr H,,2000,,,,,,,,,,Preliminary
Lower Fraser River,PIP,New West Sch,"CA - N Side Fraser R, Burnaby to Mission",Chum,Fall,Kanaka Cr,CM-2,LOWER FRASER,29C, Education ,Primary, -   ,Release,Fed Fry,Brunette R,New Westminster Schools,29C,2000,,,,,,,,,,Preliminary
Lower Fraser River,DPI,Nicomekl R,CA - S Side Fraser R to Boston Bar,Chinook,Fall,Nicomekl R,CK-2,BOUNDARY BAY_FA_0.3,29B,,Alternate,"125,000",Transfer Out,Egg,Serpentine R,Tynehead H,,125000,,,,,,,,,Eggs (or adult broodstock equivalent) transferred out to Serpentine R hatchery as alternate broodstock source to Serpentine stock.,Preliminary
Lower Fraser River,DPI,Nicomekl R,CA - S Side Fraser R to Boston Bar,Chinook,Fall,Nicomekl R,CK-2,BOUNDARY BAY_FA_0.3,29B, Stewardship ,Primary,"50,000",Release,Smolt 0+,Nicomekl R,Nicomekl River H,29B,45000,,,N/A,,"45,000",,,,,Preliminary
Lower Fraser River,DPI,Nicomekl R,CA - S Side Fraser R to Boston Bar,Chinook,Fall,Serpentine R,CK-2,BOUNDARY BAY_FA_0.3,29B,,Alternate, -   ,Transfer In,Egg,Serpentine R,Tynehead H,,50000,,,,,,,,,"Alternate broodstock source transferred in, in the event that Nicomekl R broodstock is unattainable.",Preliminary
Lower Fraser River,DPI,Nicomekl R,CA - S Side Fraser R to Boston Bar,Chinook,Fall,Serpentine R,CK-2,BOUNDARY BAY_FA_0.3,29B, Stewardship ,Alternate, -   ,Release,Smolt 0+,Nicomekl R,Nicomekl River H,29B,45000,,,,,,,,,,Preliminary
Lower Fraser River,DPI,Nicomekl R,CA - S Side Fraser R to Boston Bar,Chum,Fall,Chehalis R,CM-2,LOWER FRASER,29D,,Alternate, -   ,Transfer In,Egg,Chehalis R,Chehalis River H,,50000,,,,,,,,,Transfer out number is dependant upon chum targets being achieved at Chehalis hatchery.,Preliminary
Lower Fraser River,DPI,Nicomekl R,CA - S Side Fraser R to Boston Bar,Chum,Fall,Chehalis R,CM-2,LOWER FRASER,29D, Stewardship ,Alternate, -   ,Release,Fed Fry,Nicomekl R,Nicomekl River H,29B,40000,,,,,,,,,2023: Changed to alternate strategy if unable to attain Nicomekl chum.,Preliminary
Lower Fraser River,DPI,Nicomekl R,CA - S Side Fraser R to Boston Bar,Chum,Fall,Nicomekl R,CM-4,GEORGIA STRAIT,29B, Stewardship ,Primary,"170,000",Release,Fed Fry,Nicomekl R,Nicomekl River H,29B,150000,,,,,,,,,2023: Objective realignment from Rebuilding to Stewardship.,Preliminary
Lower Fraser River,DPI,Nicomekl R,CA - S Side Fraser R to Boston Bar,Coho,Fall,Nicomekl R,CO-1,BOUNDARY BAY,29B,,Primary,"5,000",Transfer Out,Egg,Langley Sch,Langley Schools,,2500,,,,,,,,,,Preliminary
Lower Fraser River,DPI,Nicomekl R,CA - S Side Fraser R to Boston Bar,Coho,Fall,Nicomekl R,CO-1,BOUNDARY BAY,29B, Education ,Alternate, -   ,Release,Unfed,Nicomekl R,Nicomekl River H,29B,3500,,,,,,,,,2024: Contingency release if there are excess fish due to low school participation. Main program smolt 1+ release occurs from Inch Cr Hatchery with support of CA and community group.,Preliminary
Lower Fraser River,PIP,Noons Cr,"CA - Burrard Inlet, Indian Arm, Vancouver",Chum,Fall,Alouette R S,CM-2,LOWER FRASER,29C, Stewardship ,Primary,"20,000",Release,Fed Fry,Noons Cr,Noons Creek H,28,7500,,,,,,,,,2025: Increased egg and release target from 15K/10K to 20K/15K. Alternate and primary strategies swapped due to difficulty collecting natal Noons chum.,Preliminary
Lower Fraser River,PIP,Noons Cr,"CA - Burrard Inlet, Indian Arm, Vancouver",Chum,Fall,Alouette R S,CM-2,LOWER FRASER,29C, Stewardship ,Primary, -   ,Release,Fed Fry,Schoolhouse/South,Noons Creek H,28,7500,,,,,,,,,2025: Increased egg and release target from 15K/10K to 20K/15K. Alternate and primary strategies swapped due to difficulty collecting natal Noons chum.,Preliminary
Lower Fraser River,PIP,Noons Cr,"CA - Burrard Inlet, Indian Arm, Vancouver",Chum,Fall,Noons Cr,CM-3,HOWE SOUND-BURRARD INLET,28, Stewardship ,Alternate,"20,000",Release,Fed Fry,Noons Cr,Noons Creek H,28,7500,,,,,,,,,2025: Increased egg and release target from 15K/10K to 20K/15K. Alternate and primary strategies swapped due to difficulty collecting natal Noons chum.,Preliminary
Lower Fraser River,PIP,Noons Cr,"CA - Burrard Inlet, Indian Arm, Vancouver",Chum,Fall,Noons Cr,CM-3,HOWE SOUND-BURRARD INLET,28, Stewardship ,Alternate, -   ,Release,Fed Fry,Schoolhouse/South,Noons Creek H,28,7500,,,,,,,,,2025: Increased egg and release target from 15K/10K to 20K/15K. Alternate and primary strategies swapped due to difficulty collecting natal Noons chum.,Preliminary
Lower Fraser River,PIP,Noons Cr,"CA - Burrard Inlet, Indian Arm, Vancouver",Coho,Fall,Noons Cr,CO-10,HOWE SOUND-BURRARD INLET,28,,Alternate,"6,000",Transfer Out,Egg,Mossom Cr,Mossom Creek H,,6000,,,,,,,,,Alternate broodstock source to Mossom Creek hatchery for eventual transfer of smolts to Reed Pt/Ioco seapen.,Preliminary
Lower Fraser River,PIP,Noons Cr,"CA - Burrard Inlet, Indian Arm, Vancouver",Coho,Fall,Noons Cr,CO-10,HOWE SOUND-BURRARD INLET,28, Stewardship ,Primary,"10,000",Release,Smolt 1+,Noons Cr,Noons Creek H,28,8000,,"8,000",AD,,"8,000","8,000",,,2025: Increasing egg and release targets from 5K/4K to 10K/8K and PIT tagging 4K to support research program.,Preliminary
Lower Fraser River,PIP,North Van Sch,"CA - West Vancouver, Howe Sound to Anderson L",Chum,Fall,Alouette R S,CM-2,LOWER FRASER,29C,,Primary, -   ,Transfer In,Egg,Seymour R,Seymour River H,,5000,,,,,,,,,,Preliminary
Lower Fraser River,PIP,North Van Sch,"CA - West Vancouver, Howe Sound to Anderson L",Chum,Fall,Alouette R S,CM-2,LOWER FRASER,29C, Education ,Primary, -   ,Release,Fed Fry,Seymour R/GSMN,North Vancouver Schools,28,5000,,,,,,,,,"Release sites include Lynn Cr, Mackay Cr, McCartney Cr, Mosquito Cr, Parkside Cr and Roche Pt Cr.",Preliminary
Lower Fraser River,PIP,North Van Sch,"CA - West Vancouver, Howe Sound to Anderson L",Coho,Fall,Seymour R/GSMN,CO-10,HOWE SOUND-BURRARD INLET,28,,Alternate, -   ,Transfer In,Egg,Seymour R,Seymour River H,,2500,,,,,,,,,"Alternate source to Alouette R S stock chum, which is collected by, incubated and reared at Seymour.",Preliminary
Lower Fraser River,PIP,North Van Sch,"CA - West Vancouver, Howe Sound to Anderson L",Coho,Fall,Seymour R/GSMN,CO-10,HOWE SOUND-BURRARD INLET,28, Education ,Alternate, -   ,Release,Fed Fry,Seymour R/GSMN,North Vancouver Schools,28,2000,,,,,,,,,,Preliminary
Lower Fraser River,PIP,Poco Hatchery,"CA - N Side Fraser R, Burnaby to Mission",Chinook,Fall,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,29E,,Primary, -   ,Transfer In,Egg,Chilliwack R,Chilliwack River H,,3500,,,,,,,,,2025: Trialing egg incubation.,Preliminary
Lower Fraser River,PIP,Poco Hatchery,"CA - N Side Fraser R, Burnaby to Mission",Chinook,Fall,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,29E,,Primary, -   ,Transfer In,Fry,Chilliwack R,Chilliwack River H,,25000,,,,,,,,,,Preliminary
Lower Fraser River,PIP,Poco Hatchery,"CA - N Side Fraser R, Burnaby to Mission",Chinook,Fall,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,29E, Stewardship ,Primary, -   ,Release,Smolt 0+,Coquitlam R,Coquitlam River H,29C,25000,,,N/A,"25,000","25,000",,,,2024: Opportunistic collection of natal Coquitlam CN and transfer of Chilliwack CN not to exceed 25K total releases.,Preliminary
Lower Fraser River,PIP,Poco Hatchery,"CA - N Side Fraser R, Burnaby to Mission",Chinook,Fall,Coquitlam R,,,29C, Stewardship ,Alternate,"30,000",Release,Smolt 0+,Coquitlam R,Coquitlam River H,29C,25000,,,,,,,,,"2024: Opportunistic collection of natal Coquitlam CN and transfer of Chilliwack CN not to exceed 25K total releases.  Fry from Chilliwack hatchery will continue to be transferred in for production, until sufficient returns to Coquitlam R for broodstock is established.",Preliminary
Lower Fraser River,PIP,Poco Hatchery,"CA - N Side Fraser R, Burnaby to Mission",Coho,Fall,Coquitlam R,CO-47,LOWER FRASER,29C,,Alternate,"18,500",Transfer Out,Egg,Hoy Cr,Hoy Creek H,,18500,,,,,,,,,Alternate broodstock source transferred to Hoy Cr.,Preliminary
Lower Fraser River,PIP,Poco Hatchery,"CA - N Side Fraser R, Burnaby to Mission",Coho,Fall,Coquitlam R,CO-47,LOWER FRASER,29C, Stewardship ,Primary,"60,000",Release,Fed Fry,Coquitlam Lk,Coquitlam River H,29C,25000,,"25,000",AD,,"25,000",,,,2024: Realigning target from harvest to stewardship. Ad clipped fish are released above BC Hydro Dam for community monitoring program.,Preliminary
Lower Fraser River,PIP,Poco Hatchery,"CA - N Side Fraser R, Burnaby to Mission",Coho,Fall,Coquitlam R,CO-47,LOWER FRASER,29C, Harvest ,Primary, -   ,Release,Smolt 1+,Coquitlam R,Coquitlam River H,29C,20000,,"20,000",AD,,"20,000","5,000",,,,Preliminary
Lower Fraser River,PIP,Poco Hatchery,"CA - N Side Fraser R, Burnaby to Mission",Coho,Fall,Coquitlam R,CO-47,LOWER FRASER,29C, Stewardship ,Primary, -   ,Release,Fed Fry,Maple Cr,Coquitlam River H,29C,10000,,,,,,,,,2023: Maple Cr release done in support of local streamkeeper groups.,Preliminary
Lower Fraser River,PIP,Ravine Pk,CA - S Side Fraser R to Boston Bar,Coho,Fall,Chilliwack R,CO-47,LOWER FRASER,29E,,Alternate, -   ,Transfer In,Egg,Chilliwack R,Chilliwack River H,,20000,,,,,,,,,Broodstock will be taken directly from Clayburn Creek. Egg transfer from  Chillwack is backup egg source.,Preliminary
Lower Fraser River,PIP,Ravine Pk,CA - S Side Fraser R to Boston Bar,Coho,Fall,Chilliwack R,CO-47,LOWER FRASER,29E,,Primary,"20,000",Transfer Out,Egg,Abbotsford Sch,Abbotsford Schools,,3000,,,,,,,,,,Preliminary
Lower Fraser River,PIP,Ravine Pk,CA - S Side Fraser R to Boston Bar,Coho,Fall,Chilliwack R,CO-47,LOWER FRASER,29E, Stewardship ,Primary, -   ,Release,Smolt 1+,Clayburn Cr,Clayburn Creek H,29E,12000,,"12,000",AD,,,,,,"2023: Increase of smolt 1+ releases to 12K. Broodstock collection occurs at Clayburn Cr, egg transfer from Chilliwack is the alternate. Release site includes Stoney Cr/Abbotsford and Downes Cr.",Preliminary
Lower Fraser River,PIP,Reed Point/Ioco,"CA - Burrard Inlet, Indian Arm, Vancouver",Chinook,Fall,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,29E,,Primary, -   ,Transfer In,Smolt,Chilliwack R,Chilliwack River H,,20000,,,,,,,,,,Preliminary
Lower Fraser River,PIP,Reed Point/Ioco,"CA - Burrard Inlet, Indian Arm, Vancouver",Chinook,Fall,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,29E, Harvest ,Primary, -   ,Release,Seapen 0+,Ioco,Ioco Seapen,28,20000,,,N/A,"20,000","20,000",,,,,Preliminary
Lower Fraser River,PIP,Reed Point/Ioco,"CA - Burrard Inlet, Indian Arm, Vancouver",Coho,Fall,Capilano R,CO-10,HOWE SOUND-BURRARD INLET,28,,Alternate, -   ,Transfer In,Smolt,Capilano R,Capilano River H,,7500,,,,,,,,,Alternate broodstock source to Seymour R stock.,Preliminary
Lower Fraser River,PIP,Reed Point/Ioco,"CA - Burrard Inlet, Indian Arm, Vancouver",Coho,Fall,Capilano R,CO-10,HOWE SOUND-BURRARD INLET,28, Harvest ,Alternate, -   ,Release,Seapen 1+,Ioco,Ioco Seapen,28,7500,,,,,,,,,,Preliminary
Lower Fraser River,PIP,Reed Point/Ioco,"CA - Burrard Inlet, Indian Arm, Vancouver",Coho,Fall,Mossom Cr,CO-10,HOWE SOUND-BURRARD INLET,28,,Primary, -   ,Transfer In,Smolt,Mossom Cr,Mossom Creek H,,2600,,,,,,,,,,Preliminary
Lower Fraser River,PIP,Reed Point/Ioco,"CA - Burrard Inlet, Indian Arm, Vancouver",Coho,Fall,Mossom Cr,CO-10,HOWE SOUND-BURRARD INLET,28, Harvest ,Primary, -   ,Release,Seapen 1+,Ioco,Ioco Seapen,28,2600,,"2,000",AD,,,"2,000",,,2024: Mossom coho smolt program will be part of a survival study utilizing PIT tags. Releases will be split between releases to the creek (1.3K) and releases from the seapen (2.6K) at two locations.,Preliminary
Lower Fraser River,PIP,Reed Point/Ioco,"CA - Burrard Inlet, Indian Arm, Vancouver",Coho,Fall,Noons Cr,CO-10,HOWE SOUND-BURRARD INLET,28,,Alternate, -   ,Transfer In,Smolt,Mossom Cr,Mossom Creek H,,2000,,,,,,,,,,Preliminary
Lower Fraser River,PIP,Reed Point/Ioco,"CA - Burrard Inlet, Indian Arm, Vancouver",Coho,Fall,Noons Cr,CO-10,HOWE SOUND-BURRARD INLET,28, Harvest ,Alternate, -   ,Release,Seapen 1+,Ioco,Ioco Seapen,28,2000,,,,,,,,,,Preliminary
Lower Fraser River,PIP,Reed Point/Ioco,"CA - Burrard Inlet, Indian Arm, Vancouver",Coho,Fall,Seymour R/GSMN,CO-10,HOWE SOUND-BURRARD INLET,28,,Primary, -   ,Transfer In,Smolt,Seymour R,Seymour River H,,7500,,,,,,,,,,Preliminary
Lower Fraser River,PIP,Reed Point/Ioco,"CA - Burrard Inlet, Indian Arm, Vancouver",Coho,Fall,Seymour R/GSMN,CO-10,HOWE SOUND-BURRARD INLET,28, Harvest ,Primary, -   ,Release,Seapen 1+,Ioco,Ioco Seapen,28,7500,,"7,500",AD,,,,,,,Preliminary
Lower Fraser River,PIP,Richmond Sch,CA - S Side Fraser R to Boston Bar,Coho,Fall,L Campbell R,CO-1,BOUNDARY BAY,29B,,Primary, -   ,Transfer In,Egg,L Campbell R,Little Campbell River H,,1500,,,,,,,,,,Preliminary
Lower Fraser River,PIP,Richmond Sch,CA - S Side Fraser R to Boston Bar,Coho,Fall,L Campbell R,CO-1,BOUNDARY BAY,29B, Education ,Primary, -   ,Release,Fed Fry,L Campbell R,Richmond Schools,29B,1400,,,,,,,,,,Preliminary
Lower Fraser River,PIP,River Springs Enh,"CA - N Side Fraser R, Burnaby to Mission",Chum,Fall,Coquitlam R,CM-2,LOWER FRASER,29C,,Primary,"10,000",Transfer Out,Egg,Coquitlam Sch,Coquitlam Schools,,1000,,,,,,,,,,Preliminary
Lower Fraser River,PIP,River Springs Enh,"CA - N Side Fraser R, Burnaby to Mission",Chum,Fall,Coquitlam R,CM-2,LOWER FRASER,29C, Stewardship ,Primary, -   ,Release,Fed Fry,Coquitlam R,River Springs H,29C,8000,,,,,,,,,Release site includes tributaries of the Coquitlam River Watershed.,Preliminary
Lower Fraser River,PIP,River Springs Enh,"CA - N Side Fraser R, Burnaby to Mission",Coho,Fall,Coquitlam R,CO-47,LOWER FRASER,29C, Stewardship ,Primary,"15,000",Release,Fed Fry,Coquitlam R,River Springs H,29C,10000,,"10,000",AD,,,,,,Release site includes tributaries of the Coquitlam River Watershed.  2024: Reduced egg and release target from 25/20K to 15/10K.,Preliminary
Lower Fraser River,DPI,Serpentine R,CA - S Side Fraser R to Boston Bar,Chinook,Fall,Nicomekl R,CK-2,BOUNDARY BAY_FA_0.3,29B,,Alternate, -   ,Transfer In,Egg,Nicomekl R,Nicomekl River H,,125000,,,,,,,,,"Alternate broodstock source transferred in, in the event that Serpentine R broodstock is unattainable.",Preliminary
Lower Fraser River,DPI,Serpentine R,CA - S Side Fraser R to Boston Bar,Chinook,Fall,Nicomekl R,CK-2,BOUNDARY BAY_FA_0.3,29B, Stewardship ,Alternate, -   ,Release,Smolt 0+,Serpentine R,Tynehead H,29B,100000,,,,,,,,,,Preliminary
Lower Fraser River,DPI,Serpentine R,CA - S Side Fraser R to Boston Bar,Chinook,Fall,Serpentine R,CK-2,BOUNDARY BAY_FA_0.3,29B,,Alternate,"50,000",Transfer Out,Egg,Nicomekl R,Nicomekl River H,,50000,,,,,,,,,Eggs (or adult broodstock equivalent) transferred out to Nicomekl R hatchery as alternate broodstock source for Nicomekl R stock.,Preliminary
Lower Fraser River,DPI,Serpentine R,CA - S Side Fraser R to Boston Bar,Chinook,Fall,Serpentine R,CK-2,BOUNDARY BAY_FA_0.3,29B, Stewardship ,Primary,"125,000",Release,Smolt 0+,Serpentine R,Tynehead H,29B,100000,,,N/A,,"100,000",,,,,Preliminary
Lower Fraser River,DPI,Serpentine R,CA - S Side Fraser R to Boston Bar,Chum,Fall,Chehalis R,CM-2,LOWER FRASER,29D,,Primary, -   ,Transfer In,Egg,Chehalis R,Chehalis River H,,100000,,,,,,,,,,Preliminary
Lower Fraser River,DPI,Serpentine R,CA - S Side Fraser R to Boston Bar,Chum,Fall,Chehalis R,CM-2,LOWER FRASER,29D,,Alternate, -   ,Transfer In,Fry,Chehalis R,Chehalis River H,,40000,,,,,,,,,2024: Fry transfer will only occur if facility has less than 30K fry on hand to use for community events.,Preliminary
Lower Fraser River,DPI,Serpentine R,CA - S Side Fraser R to Boston Bar,Chum,Fall,Chehalis R,CM-2,LOWER FRASER,29D, Stewardship ,Primary, -   ,Release,Fed Fry,Serpentine R,Tynehead H,29B,80000,,,,,,,,,2023: Target to achieve a total of 150K chum released into Serpentine R between Serpentine and Chehalis stocks. Chehalis chum enhancement contingent on targets being met at Chehalis Hatchery.,Preliminary
Lower Fraser River,DPI,Serpentine R,CA - S Side Fraser R to Boston Bar,Chum,Fall,Serpentine R,CM-4,GEORGIA STRAIT,29B, Stewardship ,Primary,"100,000",Release,Fed Fry,Serpentine R,Tynehead H,29B,70000,,,,,,,,,2023: Target to achieve a total of 150K chum released into Serpentine R between Serpentine and Chehalis stocks.,Preliminary
Lower Fraser River,DPI,Serpentine R,CA - S Side Fraser R to Boston Bar,Coho,Fall,Serpentine R,CO-1,BOUNDARY BAY,29B,,Primary,"25,000",Transfer Out,Egg,Surrey Sch,Surrey Schools,,1500,,,,,,,,,,Preliminary
Lower Fraser River,DPI,Serpentine R,CA - S Side Fraser R to Boston Bar,Coho,Fall,Serpentine R,CO-1,BOUNDARY BAY,29B, Harvest ,Alternate, -   ,Release,Unfed,Serpentine R,Tynehead H,29B,3000,,"3,000",AD,,,,,,2023: Contingency release target for surplus release if higher than expected incubation survival or disease screening.,Preliminary
Lower Fraser River,DPI,Serpentine R,CA - S Side Fraser R to Boston Bar,Coho,Fall,Serpentine R,CO-1,BOUNDARY BAY,29B, Harvest ,Primary, -   ,Release,Smolt 1+,Serpentine R,Tynehead H,29B,20000,,"20,000",AD,,"20,000",,,,2025: Increase of egg and release targets from 20K/15K to 25K/20K as production of Serpentine coho is shifted from Inch Cr hatchery.,Preliminary
Lower Fraser River,CDP,Seymour R,"CA - West Vancouver, Howe Sound to Anderson L",Chum,Fall,Alouette R S,CM-2,LOWER FRASER,29C,,Alternate,"100,000",Transfer Out,Egg,North Van Sch,North Vancouver Schools,,5000,,,,,,,,,"Alternate broodstock source to Seymour R, or to supplement target shortfall.",Preliminary
Lower Fraser River,CDP,Seymour R,"CA - West Vancouver, Howe Sound to Anderson L",Chum,Fall,Alouette R S,CM-2,LOWER FRASER,29C, Rebuilding ,Alternate, -   ,Release,Fed Fry,Seymour R/GSMN,Seymour River H,28,85000,,,,,,,,,2025: Reducing alternate egg and release target from 350K/300K to 100K/85K. Alternate will only be used to supplement natal stock for a total release of 100K if unable to collect sufficient natal brood. Total release to be split between Seymour R and Mosquito Cr.,Preliminary
Lower Fraser River,CDP,Seymour R,"CA - West Vancouver, Howe Sound to Anderson L",Chum,Fall,Seymour R/GSMN,CM-3,HOWE SOUND-BURRARD INLET,28,,Primary,"200,000",Transfer Out,Egg,North Van Sch,North Vancouver Schools,,5000,,,,,,,,,,Preliminary
Lower Fraser River,CDP,Seymour R,"CA - West Vancouver, Howe Sound to Anderson L",Chum,Fall,Seymour R/GSMN,CM-3,HOWE SOUND-BURRARD INLET,28,,Primary, -   ,Transfer Out,Egg,West Van Sch,West Vancouver Schools,,330,,,,,,,,,,Preliminary
Lower Fraser River,CDP,Seymour R,"CA - West Vancouver, Howe Sound to Anderson L",Chum,Fall,Seymour R/GSMN,CM-3,HOWE SOUND-BURRARD INLET,28, Rebuilding ,Primary, -   ,Release,Fed Fry,Maplewood Cr,Seymour River H,28,20000,,,,,,,,,,Preliminary
Lower Fraser River,CDP,Seymour R,"CA - West Vancouver, Howe Sound to Anderson L",Chum,Fall,Seymour R/GSMN,CM-3,HOWE SOUND-BURRARD INLET,28, Stewardship ,Primary, -   ,Release,Fed Fry,Mosquito Cr/GSMN,Seymour River H,28,30000,,,,,,,,,2023: Changing release from 20K eyed egg to 30K fed fry. Release occurs with support from local streamkeepers group.,Preliminary
Lower Fraser River,CDP,Seymour R,"CA - West Vancouver, Howe Sound to Anderson L",Chum,Fall,Seymour R/GSMN,CM-3,HOWE SOUND-BURRARD INLET,28, Rebuilding ,Primary, -   ,Release,Fed Fry,Seymour R/GSMN,Seymour River H,28,130000,,,,,,,,,2025: Reducing  egg and release target from 350K/300K to 200K/180K (includes multiple release sites). Alternate stock will only be used to supplement natal stock for a total release of 100K if unable to collect sufficient natal brood. Natal enhancement is program focus.,Preliminary
